year,percent
2002,-10.149763723863202
2003,8.133319484811324
2004,18.462439688419366
2005,31.703138972039056
2006,22.87746347848079
2007,24.833489863259572
2008,20.181787543185564
2009,-2.6427862881887876
2010,31.2670564065443
2011,17.36047682773774
2012,-6.607312352161799
2013,-0.5645536294304918
2014,-1.5247630833316208
2015,-27.234294561622917
2016,-1.1791086134962114
2017,13.990858230412869
2018,-7.828779747647744
2019,-2.7736659895594187
2020,-23.60995694563789
