year,percent
2001,18.557211522106215
2002,13.196692383740242
2003,25.135156547844687
2004,37.88880618675381
2005,29.765715558746308
2006,29.994122536338097
2007,31.517432380490305
2008,27.842510347391666
2009,-26.40642529230057
2010,24.66692237355194
2011,34.06173276021792
2012,7.7547599149310145
2013,3.591042027475382
2014,-10.36907146104906
2015,-33.91460929953138
2016,-6.517575213701946
2017,23.162121455394228
2018,5.294504318767196
2019,1.867843654359703
2020,-11.90198671399159
